source,target,weight
0Y30TbA4p8SAfCzy2AFBa8,1XWQvHMnUr3CZQf88Pe4De,1
329e4yvIujISKGKz1BZZbO,4VMYDCV2IEDYJArk749S6m,2
34Y0ldeyUv7jBvukWOGASO,5XJDexmWFLWOkjOEjOVX3e,1
20qISvAhX20dpIbOOzGK3q,4VMYDCV2IEDYJArk749S6m,1
33ScadVnbm2X8kkUqOkC6Z,4VMYDCV2IEDYJArk749S6m,2
4VMYDCV2IEDYJArk749S6m,7iK8PXO48WeuP03g8YR51W,3
40xbWSB4JPdOkRyuTDy1oP,4VMYDCV2IEDYJArk749S6m,1
4VMYDCV2IEDYJArk749S6m,7MP4jhYmFEgb0AtiOkw55s,1
4VMYDCV2IEDYJArk749S6m,7vWC03wqXwUqjPON8hc1tz,1
4VMYDCV2IEDYJArk749S6m,7G1pOSE6cde2iXenQsMMe3,1
0eHQ9o50hj6ZDNBt6Ys1sD,4VMYDCV2IEDYJArk749S6m,3
1yxSLGMDHlW21z4YXirZDS,2KShewLkb92FKEZ6N4cVP9,1
0GM7qgcRCORpGnfcN2tCiB,77ziqFxp5gaInVrF2lj4ht,3
1XWQvHMnUr3CZQf88Pe4De,4VMYDCV2IEDYJArk749S6m,1
1vyhD5VmyZ7KMfW5gqLgo5,5XJDexmWFLWOkjOEjOVX3e,2
4VMYDCV2IEDYJArk749S6m,5XJDexmWFLWOkjOEjOVX3e,1
3yDIp0kaq9EFKe07X1X2rz,4VMYDCV2IEDYJArk749S6m,1
1CLPoZyoqBo2z444JtmBAF,4VMYDCV2IEDYJArk749S6m,1
1yxSLGMDHlW21z4YXirZDS,3nmaO18tcMzfrrR7sdJHnH,1
0Y30TbA4p8SAfCzy2AFBa8,20qISvAhX20dpIbOOzGK3q,1
0GM7qgcRCORpGnfcN2tCiB,4VMYDCV2IEDYJArk749S6m,3
2LRoIwlKmHjgvigdNGBHNo,77ziqFxp5gaInVrF2lj4ht,5
14zUHaJZo1mnYtn6IBRaRP,4VMYDCV2IEDYJArk749S6m,1
0WI8OfWCRvK4nGHmKfFQmd,4VMYDCV2IEDYJArk749S6m,1
0QORPHk3wnOCjHpmDOZgfP,12vb80Km0Ew53ABfJOepVz,1
0KPX4Ucy9dk82uj4GpKesn,4VMYDCV2IEDYJArk749S6m,1
1yxSLGMDHlW21z4YXirZDS,26XxGE8hLV1t9IYa8872lQ,1
3IEvQoAohcGX7CdrbtIle7,4VMYDCV2IEDYJArk749S6m,1
0Y30TbA4p8SAfCzy2AFBa8,4VMYDCV2IEDYJArk749S6m,1
2KShewLkb92FKEZ6N4cVP9,4VMYDCV2IEDYJArk749S6m,1
0QORPHk3wnOCjHpmDOZgfP,1WMwuNKzEFtU6pPkdtryYS,1
3MHaV05u0io8fQbZ2XPtlC,4VMYDCV2IEDYJArk749S6m,1
0KPX4Ucy9dk82uj4GpKesn,14zUHaJZo1mnYtn6IBRaRP,5
2oQX8QiMXOyuqbcZEFsZfm,7sfl4Xt5KmfyDs2T3SVSMK,3
2oQX8QiMXOyuqbcZEFsZfm,4VMYDCV2IEDYJArk749S6m,1
3PkVrt8lRBTV2RDSICxz5X,4VMYDCV2IEDYJArk749S6m,1
0j8QSBQZ9MNSGjHr1Vll1R,4VMYDCV2IEDYJArk749S6m,1
0akwFJC217vsXvFRi0Ns8v,4VMYDCV2IEDYJArk749S6m,1
0z4gvV4rjIZ9wHck67ucSV,4VMYDCV2IEDYJArk749S6m,1
1WMwuNKzEFtU6pPkdtryYS,3EiLUeyEcA6fbRPSHkG5kb,1
329e4yvIujISKGKz1BZZbO,3IEvQoAohcGX7CdrbtIle7,1
3r17AfJCCUqC9Lf0OAc73G,4VMYDCV2IEDYJArk749S6m,1
1SupJlEpv7RS2tPNRaHViT,5lwmRuXgjX8xIwlnauTZIP,1
1wZtkThiXbVNtj6hee6dz9,4VMYDCV2IEDYJArk749S6m,2
18fENKDD5BDuHtXLu41hd0,1yxSLGMDHlW21z4YXirZDS,1
27abSaAjyUkVoBhZSmF38a,4VMYDCV2IEDYJArk749S6m,1
0QORPHk3wnOCjHpmDOZgfP,3EiLUeyEcA6fbRPSHkG5kb,1
1pgDilWYDWLoOgGjf1iHNu,7G1pOSE6cde2iXenQsMMe3,1
4VMYDCV2IEDYJArk749S6m,7qYeIN2r4H1kBvr0Gm9Iav,1
3E12tRURRvPfHz0hAMCFYc,4VMYDCV2IEDYJArk749S6m,1
0eHWAfgyxZWAKR6NZ8nsd9,4VMYDCV2IEDYJArk749S6m,1
1pgDilWYDWLoOgGjf1iHNu,4VMYDCV2IEDYJArk749S6m,2
1WMwuNKzEFtU6pPkdtryYS,3IEvQoAohcGX7CdrbtIle7,1
4VMYDCV2IEDYJArk749S6m,4obzFoKoKRHIphyHzJ35G3,1
0TnOYISbd1XYRBk9myaseg,4VMYDCV2IEDYJArk749S6m,1
1GDbiv3spRmZ1XdM1jQbT7,1wZtkThiXbVNtj6hee6dz9,1
18fENKDD5BDuHtXLu41hd0,4VMYDCV2IEDYJArk749S6m,1
3nmaO18tcMzfrrR7sdJHnH,4VMYDCV2IEDYJArk749S6m,1
4VMYDCV2IEDYJArk749S6m,5DMTLrpmTZO8GLDZ5Je1yT,1
0QORPHk3wnOCjHpmDOZgfP,3IEvQoAohcGX7CdrbtIle7,1
16Juw2gfa9IxEL3Vu69cH7,4VMYDCV2IEDYJArk749S6m,1
1lpOgw56wZLDa8gaP6bSIs,4VMYDCV2IEDYJArk749S6m,1
4VMYDCV2IEDYJArk749S6m,7sfl4Xt5KmfyDs2T3SVSMK,1
4VMYDCV2IEDYJArk749S6m,6nVcHLIgY5pE2YCl8ubca1,1
1yxSLGMDHlW21z4YXirZDS,7LiVklVR1325BIOqD9kykr,1
4VMYDCV2IEDYJArk749S6m,4v1zVCcc5f9c7bdODjaqwe,1
12vb80Km0Ew53ABfJOepVz,3IEvQoAohcGX7CdrbtIle7,1
26XxGE8hLV1t9IYa8872lQ,4VMYDCV2IEDYJArk749S6m,1
3IEvQoAohcGX7CdrbtIle7,4SsVbpTthjScTS7U2hmr1X,1
0PcocXclEkDNkUgsdMHL4s,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,48vP5SxlTO6yOI7SLKIOQV,1
1bAftSH8umNcGZ0uyV7LMg,2FmE1yzXXBWKlRiOl0AqD8,1
52iwsT98xCoGgiGntTiR7K,5rHC8VSODpT9V7a8ZQu1h6,2
0fEjMgQHvs06BQuWWzsbrn,5rHC8VSODpT9V7a8ZQu1h6,2
1bAftSH8umNcGZ0uyV7LMg,2IMZYfNi21MGqxopj9fWx8,1
0wTR1DXxJ3Ok60O4K4U9WT,1bAftSH8umNcGZ0uyV7LMg,1
16zBWpyiDMtWDpGIueLZbC,1bAftSH8umNcGZ0uyV7LMg,1
07Hm9w6ksRaggaDBpN8RRd,5rHC8VSODpT9V7a8ZQu1h6,2
1bAftSH8umNcGZ0uyV7LMg,40lro6xpFS9TxV2uC7yvs4,1
1bAftSH8umNcGZ0uyV7LMg,6Gsh7oJoJ5EQUuQk0EhfWL,1
0AqlFI0tz2DsEoJlKSIiT9,1bAftSH8umNcGZ0uyV7LMg,3
6mkRgafSHF30Dr2wEch4YU,6pJPxDgaE0H343SrASnY9J,1
0ThxHJx0ElqLD8h2Compyq,1bAftSH8umNcGZ0uyV7LMg,1
3EiLUeyEcA6fbRPSHkG5kb,52iwsT98xCoGgiGntTiR7K,3
1tfhFc2Y8iplDKCteuXjCY,2oQX8QiMXOyuqbcZEFsZfm,2
1bAftSH8umNcGZ0uyV7LMg,7sfl4Xt5KmfyDs2T3SVSMK,2
1bAftSH8umNcGZ0uyV7LMg,6nVcHLIgY5pE2YCl8ubca1,1
1bAftSH8umNcGZ0uyV7LMg,7FWtti4FgQOvxvoB2Ycmmh,1
1bAftSH8umNcGZ0uyV7LMg,3Nk2mAv4k4ZOzrP5tpXL2G,1
1bAftSH8umNcGZ0uyV7LMg,65VS702SIPGgTpWgTQupMA,1
4m6ubhNsdwF4psNf3R8kwR,5TYxZTjIPqKM8K8NuP9woO,1
1vqR17Iv8VFdzure1TAXEq,7fT2Me47PQ8T7954PKrcwR,3
1SCoi5U37R1KbEQHuKKgam,3lIsPQW0jN6sMpiWuiShF0,1
2LmcxBak1alK1bf7d1beTr,3Wb38LDP3N4tkobValgE9D,1
1bAftSH8umNcGZ0uyV7LMg,7fT2Me47PQ8T7954PKrcwR,2
01m2XZ7m7rAz6KY3scTdaV,0bslv0fksKPyiH3LQqHagi,1
1aWJsBQa67l72j1VT3D6Ow,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,2IKdK6PbitvCiXt1t2bPU6,2
0bslv0fksKPyiH3LQqHagi,1bAftSH8umNcGZ0uyV7LMg,2
1bAftSH8umNcGZ0uyV7LMg,3Wb38LDP3N4tkobValgE9D,1
1bAftSH8umNcGZ0uyV7LMg,4puAp107dCehraE47QXVQX,1
1aWJsBQa67l72j1VT3D6Ow,6fMZytDgX1Q9OV6ndSugym,1
1SiLK8gdECx2iEm2SSj0Bl,2LmcxBak1alK1bf7d1beTr,1
19HM5j0ULGSmEoRcrSe5x3,1vqR17Iv8VFdzure1TAXEq,3
1bAftSH8umNcGZ0uyV7LMg,60XHOAhvEBiV6BGBOv8ClM,2
48vP5SxlTO6yOI7SLKIOQV,4IC2X34tZmHG3VfTbpzvwL,1
1bAftSH8umNcGZ0uyV7LMg,6EcQO0oH1Bk27HMRlRNwYv,1
1bAftSH8umNcGZ0uyV7LMg,2rAnv6brcXaglLZBB4XXEn,2
2FmE1yzXXBWKlRiOl0AqD8,6Nl4VXcX86fBMO4YE6oYfN,1
1OBizG9nrnHJkrL9NjnWYN,7cYik4OyfBXYV5Z2TI7p90,1
1bAftSH8umNcGZ0uyV7LMg,5wUO3A6DT4tO5UDz21kE2Y,1
01m2XZ7m7rAz6KY3scTdaV,48vP5SxlTO6yOI7SLKIOQV,1
2IKdK6PbitvCiXt1t2bPU6,5eIRbSES1yeGSBuqZ4xvuD,1
1iblTHYdU8q8t8nH4sHl8A,2IKdK6PbitvCiXt1t2bPU6,1
23TFHmajVfBtlRx5MXqgoz,5XJDexmWFLWOkjOEjOVX3e,1
1bAftSH8umNcGZ0uyV7LMg,6fMZytDgX1Q9OV6ndSugym,1
0eHQ9o50hj6ZDNBt6Ys1sD,1bAftSH8umNcGZ0uyV7LMg,2
0VZrPa7mWAYXH4CwmYk8Km,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,6Nl4VXcX86fBMO4YE6oYfN,1
1bAftSH8umNcGZ0uyV7LMg,4o0NtnL2m0lzZmEdRas1qv,1
1bAftSH8umNcGZ0uyV7LMg,23TFHmajVfBtlRx5MXqgoz,1
5wUO3A6DT4tO5UDz21kE2Y,6fMZytDgX1Q9OV6ndSugym,1
2oQX8QiMXOyuqbcZEFsZfm,768O5GliF0bqscyghggrbE,2
2qWK8K2Jfh67UqtwY8tCW6,4IG1SDlwgNKzqTmjBrvY3K,1
2XcZshqzPKm3iZcmt73R8D,52iwsT98xCoGgiGntTiR7K,2
0fEjMgQHvs06BQuWWzsbrn,2XcZshqzPKm3iZcmt73R8D,2
137W8MRPWKqSmrBGDBFSop,1bAftSH8umNcGZ0uyV7LMg,1
0fEjMgQHvs06BQuWWzsbrn,5cTFbgW0bCLX6aqRgFGwso,1
2XcZshqzPKm3iZcmt73R8D,4IC2X34tZmHG3VfTbpzvwL,1
07Hm9w6ksRaggaDBpN8RRd,2XcZshqzPKm3iZcmt73R8D,2
1bAftSH8umNcGZ0uyV7LMg,77T5XlEwCRjlmRIioW5OXB,1
2IKdK6PbitvCiXt1t2bPU6,6C5H5G8EN1hu9N1wtOF5Wb,1
0wTR1DXxJ3Ok60O4K4U9WT,3lIsPQW0jN6sMpiWuiShF0,1
1OBizG9nrnHJkrL9NjnWYN,1bAftSH8umNcGZ0uyV7LMg,2
1bAftSH8umNcGZ0uyV7LMg,4IG1SDlwgNKzqTmjBrvY3K,1
1bAftSH8umNcGZ0uyV7LMg,5eIRbSES1yeGSBuqZ4xvuD,1
0hk4xVujcyOr6USD95wcWb,0jdNdfi4vAuVi7a6cPDFBM,1
01m2XZ7m7rAz6KY3scTdaV,2XcZshqzPKm3iZcmt73R8D,1
1aWJsBQa67l72j1VT3D6Ow,5wUO3A6DT4tO5UDz21kE2Y,1
1bAftSH8umNcGZ0uyV7LMg,5c1dsiPU62AjA50VwTPfoF,1
12GqGscKJx3aE4t07u7eVZ,2rAnv6brcXaglLZBB4XXEn,2
1H6X7yhnXZg73f9bssaj1Q,1bAftSH8umNcGZ0uyV7LMg,1
0Yg29FX1M4ayqjXs0ttZFq,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,6H70hylNqfc86Omz8GoyDB,1
12GqGscKJx3aE4t07u7eVZ,1bAftSH8umNcGZ0uyV7LMg,3
0hk4xVujcyOr6USD95wcWb,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,3EiLUeyEcA6fbRPSHkG5kb,1
2XcZshqzPKm3iZcmt73R8D,48vP5SxlTO6yOI7SLKIOQV,1
0eHQ9o50hj6ZDNBt6Ys1sD,768O5GliF0bqscyghggrbE,2
1SiLK8gdECx2iEm2SSj0Bl,3Wb38LDP3N4tkobValgE9D,1
1bAftSH8umNcGZ0uyV7LMg,7cYik4OyfBXYV5Z2TI7p90,1
1bAftSH8umNcGZ0uyV7LMg,348pk4o3EhKmsSahzuClSf,1
0eHQ9o50hj6ZDNBt6Ys1sD,1tfhFc2Y8iplDKCteuXjCY,2
2qWK8K2Jfh67UqtwY8tCW6,6mkRgafSHF30Dr2wEch4YU,1
40lro6xpFS9TxV2uC7yvs4,4m6ubhNsdwF4psNf3R8kwR,2
6os1temnovzJIEGRUmn3fG,7t6PzXRwTR6eb4lNHxyhIC,1
1bAftSH8umNcGZ0uyV7LMg,6UCQYrcJ6wab6gnQ89OJFh,1
0Q8NcsJwoCbZOHHW63su5S,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,6v36LGGRNEleSpAd2zAeQL,1
1bAftSH8umNcGZ0uyV7LMg,4tm8CEdm4pkQsEh4jIr9Yp,1
0fEjMgQHvs06BQuWWzsbrn,52iwsT98xCoGgiGntTiR7K,2
5eIRbSES1yeGSBuqZ4xvuD,6C5H5G8EN1hu9N1wtOF5Wb,1
1bAftSH8umNcGZ0uyV7LMg,1tfhFc2Y8iplDKCteuXjCY,2
1bAftSH8umNcGZ0uyV7LMg,6mkRgafSHF30Dr2wEch4YU,1
07Hm9w6ksRaggaDBpN8RRd,52iwsT98xCoGgiGntTiR7K,2
1bAftSH8umNcGZ0uyV7LMg,2Yia9CwtgcrsN5kVOQ0qRA,1
1bAftSH8umNcGZ0uyV7LMg,1vqR17Iv8VFdzure1TAXEq,2
1bAftSH8umNcGZ0uyV7LMg,52iwsT98xCoGgiGntTiR7K,2
0fEjMgQHvs06BQuWWzsbrn,1bAftSH8umNcGZ0uyV7LMg,2
1bAftSH8umNcGZ0uyV7LMg,2zPvDg6LI6NHPQVQIESjfW,1
1bAftSH8umNcGZ0uyV7LMg,4IC2X34tZmHG3VfTbpzvwL,1
01m2XZ7m7rAz6KY3scTdaV,0Yg29FX1M4ayqjXs0ttZFq,1
0A0FS04o6zMoto8OKPsDwY,5XJDexmWFLWOkjOEjOVX3e,2
1bAftSH8umNcGZ0uyV7LMg,5gCRApTajqwbnHHPbr2Fpi,1
1bAftSH8umNcGZ0uyV7LMg,4az97MtWmBQ5Db3GfDh9j9,1
1tfhFc2Y8iplDKCteuXjCY,768O5GliF0bqscyghggrbE,2
0Hkx0YcHHxDRRbH9WsSW0I,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,5TYxZTjIPqKM8K8NuP9woO,1
07Hm9w6ksRaggaDBpN8RRd,0fEjMgQHvs06BQuWWzsbrn,2
4m6ubhNsdwF4psNf3R8kwR,60XHOAhvEBiV6BGBOv8ClM,2
1bAftSH8umNcGZ0uyV7LMg,3lIsPQW0jN6sMpiWuiShF0,1
1bAftSH8umNcGZ0uyV7LMg,1iblTHYdU8q8t8nH4sHl8A,1
19HM5j0ULGSmEoRcrSe5x3,7fT2Me47PQ8T7954PKrcwR,3
0Yg29FX1M4ayqjXs0ttZFq,4IC2X34tZmHG3VfTbpzvwL,1
1bAftSH8umNcGZ0uyV7LMg,5rHC8VSODpT9V7a8ZQu1h6,2
12GqGscKJx3aE4t07u7eVZ,4tm8CEdm4pkQsEh4jIr9Yp,1
1iblTHYdU8q8t8nH4sHl8A,5eIRbSES1yeGSBuqZ4xvuD,1
137W8MRPWKqSmrBGDBFSop,4SsVbpTthjScTS7U2hmr1X,1
0Hkx0YcHHxDRRbH9WsSW0I,1OBizG9nrnHJkrL9NjnWYN,1
0Yg29FX1M4ayqjXs0ttZFq,48vP5SxlTO6yOI7SLKIOQV,1
2Yia9CwtgcrsN5kVOQ0qRA,4puAp107dCehraE47QXVQX,1
1iblTHYdU8q8t8nH4sHl8A,6C5H5G8EN1hu9N1wtOF5Wb,1
1SCoi5U37R1KbEQHuKKgam,1bAftSH8umNcGZ0uyV7LMg,1
2qWK8K2Jfh67UqtwY8tCW6,6pJPxDgaE0H343SrASnY9J,1
1bAftSH8umNcGZ0uyV7LMg,768O5GliF0bqscyghggrbE,2
0eHQ9o50hj6ZDNBt6Ys1sD,7sfl4Xt5KmfyDs2T3SVSMK,2
0eHQ9o50hj6ZDNBt6Ys1sD,2oQX8QiMXOyuqbcZEFsZfm,3
1OBizG9nrnHJkrL9NjnWYN,4o0NtnL2m0lzZmEdRas1qv,1
1bAftSH8umNcGZ0uyV7LMg,7iK8PXO48WeuP03g8YR51W,2
1bAftSH8umNcGZ0uyV7LMg,6C5H5G8EN1hu9N1wtOF5Wb,1
1bAftSH8umNcGZ0uyV7LMg,4QFG9KrGWEbr6hNA58CAqE,1
1bAftSH8umNcGZ0uyV7LMg,3WMlRpW5JWuDI95TcEWt3r,1
01m2XZ7m7rAz6KY3scTdaV,4IC2X34tZmHG3VfTbpzvwL,1
1bAftSH8umNcGZ0uyV7LMg,6pJPxDgaE0H343SrASnY9J,1
40lro6xpFS9TxV2uC7yvs4,5TYxZTjIPqKM8K8NuP9woO,1
0A0FS04o6zMoto8OKPsDwY,1bAftSH8umNcGZ0uyV7LMg,2
1bAftSH8umNcGZ0uyV7LMg,7rFHoDuiSlV0DGHxckjm89,1
0Yg29FX1M4ayqjXs0ttZFq,2XcZshqzPKm3iZcmt73R8D,1
1bAftSH8umNcGZ0uyV7LMg,2oQX8QiMXOyuqbcZEFsZfm,2
1OBizG9nrnHJkrL9NjnWYN,7FWtti4FgQOvxvoB2Ycmmh,1
0VZrPa7mWAYXH4CwmYk8Km,5gCRApTajqwbnHHPbr2Fpi,1
1bAftSH8umNcGZ0uyV7LMg,7t6PzXRwTR6eb4lNHxyhIC,1
1bAftSH8umNcGZ0uyV7LMg,2LmcxBak1alK1bf7d1beTr,1
07Hm9w6ksRaggaDBpN8RRd,1bAftSH8umNcGZ0uyV7LMg,2
0PcocXclEkDNkUgsdMHL4s,0Yg29FX1M4ayqjXs0ttZFq,1
3Nk2mAv4k4ZOzrP5tpXL2G,5c1dsiPU62AjA50VwTPfoF,1
16zBWpyiDMtWDpGIueLZbC,6EcQO0oH1Bk27HMRlRNwYv,1
768O5GliF0bqscyghggrbE,7sfl4Xt5KmfyDs2T3SVSMK,2
2XcZshqzPKm3iZcmt73R8D,5rHC8VSODpT9V7a8ZQu1h6,2
0jdNdfi4vAuVi7a6cPDFBM,1bAftSH8umNcGZ0uyV7LMg,1
1bAftSH8umNcGZ0uyV7LMg,6os1temnovzJIEGRUmn3fG,1
19HM5j0ULGSmEoRcrSe5x3,1bAftSH8umNcGZ0uyV7LMg,2
1bAftSH8umNcGZ0uyV7LMg,7fq5dswPTNKcLD47Xhp9QX,1
1SiLK8gdECx2iEm2SSj0Bl,1bAftSH8umNcGZ0uyV7LMg,1
1tfhFc2Y8iplDKCteuXjCY,7sfl4Xt5KmfyDs2T3SVSMK,2
1bAftSH8umNcGZ0uyV7LMg,5cTFbgW0bCLX6aqRgFGwso,1
4o0NtnL2m0lzZmEdRas1qv,5XJDexmWFLWOkjOEjOVX3e,1
3E12tRURRvPfHz0hAMCFYc,6nVcHLIgY5pE2YCl8ubca1,3
4az97MtWmBQ5Db3GfDh9j9,5XJDexmWFLWOkjOEjOVX3e,2
5wUO3A6DT4tO5UDz21kE2Y,7iK8PXO48WeuP03g8YR51W,3
12lHTAdc9T204lw5qPtasv,3E6xrwgnVfYCrCs0ePERDz,1
55Aa2cqylxrFIXC767Z865,5XJDexmWFLWOkjOEjOVX3e,1
3qsKSpcV3ncke3hw52JSMB,5XJDexmWFLWOkjOEjOVX3e,3
5XJDexmWFLWOkjOEjOVX3e,5wUO3A6DT4tO5UDz21kE2Y,3
0VRj0yCOv2FXJNP47XQnx5,1pPmIToKXyGdsCF6LmqLmI,1
5XJDexmWFLWOkjOEjOVX3e,6nVcHLIgY5pE2YCl8ubca1,2
2f0j8IhXgOli2Ub2amAiUZ,5XJDexmWFLWOkjOEjOVX3e,1
3KedxarmBCyFBevnqQHy3P,5XJDexmWFLWOkjOEjOVX3e,1
0VRj0yCOv2FXJNP47XQnx5,5XJDexmWFLWOkjOEjOVX3e,1
0eHQ9o50hj6ZDNBt6Ys1sD,6w3SkAHYPsQ1bxV7VDlG5y,1
21451j1KhjAiaYKflxBjr1,47MpMsUfWtgyIIBEFOr4FE,1
5XJDexmWFLWOkjOEjOVX3e,6kq4GHwUcUojGIu0ziSNXf,2
3RtNN1VnooWEn3KQk03DUL,4o0NtnL2m0lzZmEdRas1qv,2
5XJDexmWFLWOkjOEjOVX3e,66ArjpKRgw8vYBf9yhktto,1
2YRyPiW98bpkARAS4B3OQP,4C3ZmIqca9MWwThLaYbfXu,2
1wZtkThiXbVNtj6hee6dz9,47MpMsUfWtgyIIBEFOr4FE,1
3E6xrwgnVfYCrCs0ePERDz,3EiLUeyEcA6fbRPSHkG5kb,1
2f0j8IhXgOli2Ub2amAiUZ,4e5oZygHeeRoTXc00gYWiu,1
5XJDexmWFLWOkjOEjOVX3e,7mXfsy3lF4kU0f2KTNKSr8,1
3pTZ5sCcE1o2O9sWn5yQMg,4uiEeT7dw0guTJ5CPMsX83,1
5XJDexmWFLWOkjOEjOVX3e,6jGMq4yGs7aQzuGsMgVgZR,1
0c173mlxpT3dSFRgMO8XPh,5XJDexmWFLWOkjOEjOVX3e,1
4Y1YeIY4yWN4U5Qwi68Soq,7rFHoDuiSlV0DGHxckjm89,1
4axKuDPr6WKcDCyh8vueTY,6jGMq4yGs7aQzuGsMgVgZR,1
12lHTAdc9T204lw5qPtasv,5XJDexmWFLWOkjOEjOVX3e,1
4o0NtnL2m0lzZmEdRas1qv,5bWUlnPx9OYKsLiUJrhCA1,1
3q7HBObVc0L8jNeTe5Gofh,5XJDexmWFLWOkjOEjOVX3e,1
47MpMsUfWtgyIIBEFOr4FE,5XJDexmWFLWOkjOEjOVX3e,1
21451j1KhjAiaYKflxBjr1,5XJDexmWFLWOkjOEjOVX3e,1
0eHQ9o50hj6ZDNBt6Ys1sD,5wUO3A6DT4tO5UDz21kE2Y,2
12vb80Km0Ew53ABfJOepVz,1pPmIToKXyGdsCF6LmqLmI,1
1Ts9of7VPZElwPQnqnDSfW,5XJDexmWFLWOkjOEjOVX3e,1
1Ts9of7VPZElwPQnqnDSfW,6kq4GHwUcUojGIu0ziSNXf,1
3FvwVFWRyvxmLyVBO9nBmM,5XJDexmWFLWOkjOEjOVX3e,1
00me4Ke1LsvMxt5kydlMyU,6w3SkAHYPsQ1bxV7VDlG5y,1
3CjPghA9sowRwFGSrU038J,4Ge9GwmWnOQsohwPTrXyHc,1
2YRyPiW98bpkARAS4B3OQP,5XJDexmWFLWOkjOEjOVX3e,2
2OHDHtDUjiP1K0rUXDC3vm,5XJDexmWFLWOkjOEjOVX3e,1
1SupJlEpv7RS2tPNRaHViT,5XJDexmWFLWOkjOEjOVX3e,1
14CHVeJGrR5xgUGQFV5BVM,5XJDexmWFLWOkjOEjOVX3e,1
22dFwJoRBV51ue5TGnC7Dt,5XJDexmWFLWOkjOEjOVX3e,1
12vb80Km0Ew53ABfJOepVz,1vyhD5VmyZ7KMfW5gqLgo5,1
4Ge9GwmWnOQsohwPTrXyHc,5XJDexmWFLWOkjOEjOVX3e,1
12vb80Km0Ew53ABfJOepVz,5XJDexmWFLWOkjOEjOVX3e,1
3CjPghA9sowRwFGSrU038J,5XJDexmWFLWOkjOEjOVX3e,1
5XJDexmWFLWOkjOEjOVX3e,5YqI7p8zYsOpKJtjxYdOce,1
5XJDexmWFLWOkjOEjOVX3e,7rFHoDuiSlV0DGHxckjm89,2
1GKIlPFdcewHtpDVCQ8zmJ,1Ts9of7VPZElwPQnqnDSfW,2
12GqGscKJx3aE4t07u7eVZ,5XJDexmWFLWOkjOEjOVX3e,4
0KPX4Ucy9dk82uj4GpKesn,6nVcHLIgY5pE2YCl8ubca1,1
0elWFr7TW8piilVRYJUe4P,3RtNN1VnooWEn3KQk03DUL,1
329e4yvIujISKGKz1BZZbO,5XJDexmWFLWOkjOEjOVX3e,1
0elWFr7TW8piilVRYJUe4P,5XJDexmWFLWOkjOEjOVX3e,3
3RtNN1VnooWEn3KQk03DUL,5bWUlnPx9OYKsLiUJrhCA1,2
5XJDexmWFLWOkjOEjOVX3e,6NyPX5jymkvSPaJhCh1crb,1
4C3ZmIqca9MWwThLaYbfXu,6w9ToX5slZ4uIdmD17hJ3c,2
0VRj0yCOv2FXJNP47XQnx5,12vb80Km0Ew53ABfJOepVz,1
12lHTAdc9T204lw5qPtasv,3EiLUeyEcA6fbRPSHkG5kb,1
52iwsT98xCoGgiGntTiR7K,5XJDexmWFLWOkjOEjOVX3e,2
1wZtkThiXbVNtj6hee6dz9,5XJDexmWFLWOkjOEjOVX3e,1
5XJDexmWFLWOkjOEjOVX3e,77ziqFxp5gaInVrF2lj4ht,3
00me4Ke1LsvMxt5kydlMyU,5XJDexmWFLWOkjOEjOVX3e,1
5XJDexmWFLWOkjOEjOVX3e,6w9ToX5slZ4uIdmD17hJ3c,3
3pTZ5sCcE1o2O9sWn5yQMg,5XJDexmWFLWOkjOEjOVX3e,1
1RyvyyTE3xzB2ZywiAwp0i,5XJDexmWFLWOkjOEjOVX3e,1
22dFwJoRBV51ue5TGnC7Dt,4az97MtWmBQ5Db3GfDh9j9,1
00XhexlJEXQstHimpZN910,5XJDexmWFLWOkjOEjOVX3e,1
5XJDexmWFLWOkjOEjOVX3e,5zctI4wO9XSKS8XwcnqEHk,1
0KPX4Ucy9dk82uj4GpKesn,5XJDexmWFLWOkjOEjOVX3e,2
1pPmIToKXyGdsCF6LmqLmI,5XJDexmWFLWOkjOEjOVX3e,1
2cPqdH7XMvwaBJEVjheH8g,5XJDexmWFLWOkjOEjOVX3e,1
1mcTU81TzQhprhouKaTkpq,6kq4GHwUcUojGIu0ziSNXf,1
4C3ZmIqca9MWwThLaYbfXu,5XJDexmWFLWOkjOEjOVX3e,2
1wZtkThiXbVNtj6hee6dz9,21451j1KhjAiaYKflxBjr1,1
0eHQ9o50hj6ZDNBt6Ys1sD,7iK8PXO48WeuP03g8YR51W,2
0eHQ9o50hj6ZDNBt6Ys1sD,5XJDexmWFLWOkjOEjOVX3e,3
4Y1YeIY4yWN4U5Qwi68Soq,5XJDexmWFLWOkjOEjOVX3e,1
1pgDilWYDWLoOgGjf1iHNu,5XJDexmWFLWOkjOEjOVX3e,1
